respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.08788657213669801,0.22740436486458976
26708,0.05695495339005045,0.07584462001678499
26709,0.14415417959787258,0.782315681697232
26710,0.7693278016637677,0.8869851480410118
26711,0.25512954635897117,0.4412242428256328
26712,0.9044370583281598,0.9269899606663131
26713,0.16418313551241395,0.6625792604443381
26714,0.12696347348033915,0.1262608979231081
26715,0.0540944631101232,0.09729392163669881
26716,0.158406666837148,0.9004592990889708
26717,0.05224499575995165,0.35822014662128043
26718,0.3242871693263728,0.6463888975004166
26719,0.0750800309033744,0.9110366525066954
26720,0.054576697103174546,0.1631115939290376
26721,0.3892970751002296,0.3805859329746341
26722,0.08349545816168896,0.1098691212421258
26723,0.8713691173339373,0.9046769286507494
26724,0.056518833896998105,0.8000780047898539
26725,0.051849725494919396,0.08262236842417026
26726,0.059672526188077196,0.08823773967486326
26727,0.4651366152220849,0.9043543321270278
26728,0.16414339598522482,0.6323031698052923
26729,0.16341953810350768,0.8461721803761186
26730,0.06172192158291405,0.14077688133918076
26731,0.058783184450505,0.18909195323249062
26732,0.09268642774892676,0.11416782937850305
26733,0.9418336551465932,0.92442737538734
26734,0.8330374660844801,0.36919667556972746
26735,0.07395641655481025,0.2931087487033419
26736,0.06854050496591835,0.1386363038131814
26737,0.0681900276267144,0.09712511500325846
26738,0.8781203100274698,0.8876265408076875
26739,0.0951169354921602,0.1942197113984112
26740,0.1051431147717039,0.10028665806256276
26741,0.06380230261777295,0.894012972053867
26742,0.0836096567737693,0.3272251647258341
26743,0.06259614728331606,0.4407137155559403
26744,0.06070247743470815,0.7713840729471436
26745,0.0632723414303757,0.8763760555947283
26746,0.15820558458306105,0.3620846254475598
26747,0.06617662642713304,0.14246003220044434
26748,0.06601166534779945,0.0863718195018447
26749,0.07809877654295999,0.7249194210542179
26750,0.4040657291786623,0.8676314560472345
26751,0.5476533161034135,0.8463583220306279
26752,0.07172873354082054,0.0965566273847623
26753,0.1944094383274576,0.6511752235414511
26754,0.10640353418263315,0.5589211544541506
